config_name,first_choice_pct,avg_student_satisfaction_rate,workload_std_dev,balancing_penalty_weight,prog_first_choice,prog_second_choice,student_topic_satisfaction
Config_183,100.0,76.13888888888889,3.2683555560309854,5.0,100,10,50
Config_184,100.0,76.19444444444444,3.2742341973506033,5.0,100,10,100
Config_187,100.0,76.13888888888889,3.2683555560309854,5.0,100,25,50
Config_188,99.33333333333333,76.69444444444444,3.2624663219989065,5.0,100,25,100
Config_191,100.0,76.13888888888889,3.2683555560309854,5.0,100,50,50
Config_192,97.33333333333334,77.80555555555556,3.244734486332041,5.0,100,50,100
Config_193,55.333333333333336,80.05555555555556,0.3790600245041255,10.0,10,5,10
Config_194,53.333333333333336,81.47222222222223,0.3790600245041255,10.0,10,5,20
Config_195,45.33333333333333,84.41666666666666,0.5089902922077038,10.0,10,5,50
Config_196,44.0,84.69444444444444,0.5454655406377401,10.0,10,5,100
Config_199,40.666666666666664,83.97222222222221,0.42678805119005686,10.0,10,10,50
Config_200,38.666666666666664,84.69444444444444,0.54546554063774,10.0,10,10,100
Config_209,74.0,79.63888888888889,1.7512176978474123,10.0,20,5,10
Config_210,63.33333333333333,80.13888888888889,0.8712468752091358,10.0,20,5,20
Config_211,62.66666666666667,82.41666666666667,1.282063376817647,10.0,20,5,50
Config_212,56.666666666666664,84.41666666666666,1.1558521507895205,10.0,20,5,100
Config_214,60.0,80.97222222222223,1.1558521507895205,10.0,20,10,20
Config_215,62.0,82.47222222222223,1.41061700979781,10.0,20,10,50
Config_216,57.333333333333336,84.41666666666666,1.220590163949765,10.0,20,10,100
Config_228,89.33333333333333,82.30555555555557,3.0365456655713494,10.0,50,5,100
Config_231,99.33333333333333,76.13888888888889,3.2328592313723434,10.0,50,10,50
Config_232,86.66666666666667,82.97222222222223,2.907125523583283,10.0,50,10,100
Config_233,99.33333333333333,75.80555555555554,3.190947827940565,10.0,50,25,10
Config_234,98.0,76.13888888888889,3.1116150212773124,10.0,50,25,20
Config_235,92.66666666666666,78.47222222222223,2.972540024034119,10.0,50,25,50
Config_244,100.0,76.13888888888889,3.2683555560309854,10.0,100,5,100
Config_248,100.0,76.13888888888889,3.2683555560309854,10.0,100,10,100
Config_252,99.33333333333333,76.63888888888889,3.256566437786205,10.0,100,25,100
