config_name,first_choice_pct,avg_student_satisfaction_rate,workload_std_dev,balancing_penalty_weight,prog_first_choice,prog_second_choice,student_topic_satisfaction
Config_1,96.66666666666667,78.63888888888889,3.093018497399263,1.0,10,5,10
Config_2,88.66666666666667,82.58333333333333,2.880543812550544,1.0,10,5,20
Config_4,81.33333333333333,84.75,2.8266305645292444,1.0,10,5,100
Config_8,57.333333333333336,84.75,2.1903270659933924,1.0,10,10,100
Config_17,100.0,76.13888888888889,3.1362388611973997,1.0,20,5,10
Config_18,98.66666666666667,77.47222222222221,3.1177892133850467,1.0,20,5,20
Config_19,90.66666666666666,82.47222222222223,3.030205940301518,1.0,20,5,50
Config_21,98.66666666666667,77.47222222222221,3.1177892133850467,1.0,20,10,10
Config_22,96.66666666666667,78.63888888888889,3.093018497399263,1.0,20,10,20
Config_23,84.0,84.08333333333333,2.913733060582406,1.0,20,10,50
Config_33,100.0,76.13888888888889,3.1362388611973997,1.0,50,5,10
Config_34,100.0,76.13888888888889,3.1362388611973997,1.0,50,5,20
Config_35,98.66666666666667,77.47222222222221,3.1177892133850467,1.0,50,5,50
Config_36,92.0,81.80555555555557,3.030205940301518,1.0,50,5,100
Config_37,100.0,76.13888888888889,3.1362388611973997,1.0,50,10,10
Config_38,100.0,76.13888888888889,3.1362388611973997,1.0,50,10,20
Config_39,98.66666666666667,77.47222222222221,3.1177892133850467,1.0,50,10,50
Config_40,92.0,81.80555555555557,3.030205940301518,1.0,50,10,100
Config_41,100.0,76.13888888888889,3.1362388611973997,1.0,50,25,10
Config_42,100.0,76.13888888888889,3.1362388611973997,1.0,50,25,20
Config_43,96.66666666666667,78.63888888888889,3.093018497399263,1.0,50,25,50
Config_49,100.0,76.13888888888889,3.1362388611973997,1.0,100,5,10
Config_50,100.0,76.13888888888889,3.1362388611973997,1.0,100,5,20
Config_51,100.0,76.13888888888889,3.1362388611973997,1.0,100,5,50
Config_52,98.66666666666667,77.47222222222221,3.1177892133850467,1.0,100,5,100
Config_53,100.0,76.13888888888889,3.1362388611973997,1.0,100,10,10
Config_54,100.0,76.13888888888889,3.1362388611973997,1.0,100,10,20
Config_55,100.0,76.13888888888889,3.1362388611973997,1.0,100,10,50
Config_56,98.66666666666667,77.47222222222221,3.1177892133850467,1.0,100,10,100
Config_57,100.0,76.13888888888889,3.1362388611973997,1.0,100,25,10
Config_58,100.0,76.13888888888889,3.1362388611973997,1.0,100,25,20
Config_59,100.0,76.13888888888889,3.1362388611973997,1.0,100,25,50
Config_60,98.66666666666667,77.47222222222221,3.1177892133850467,1.0,100,25,100
Config_61,100.0,76.13888888888889,3.1362388611973997,1.0,100,50,10
Config_62,100.0,76.13888888888889,3.1362388611973997,1.0,100,50,20
Config_63,98.66666666666667,77.47222222222221,3.1177892133850467,1.0,100,50,50
Config_64,96.66666666666667,78.63888888888889,3.093018497399263,1.0,100,50,100
Config_68,81.33333333333333,84.75,2.8266305645292444,2.0,10,5,100
Config_72,57.333333333333336,84.75,2.1903270659933924,2.0,10,10,100
Config_82,98.66666666666667,77.47222222222221,3.1177892133850467,2.0,20,5,20
Config_83,88.0,83.1388888888889,2.9334663733739186,2.0,20,5,50
Config_85,98.66666666666667,77.30555555555554,3.093018497399263,2.0,20,10,10
Config_86,96.66666666666667,78.63888888888889,3.093018497399263,2.0,20,10,20
Config_98,100.0,76.13888888888889,3.1362388611973997,2.0,50,5,20
Config_99,98.66666666666667,77.47222222222221,3.1177892133850467,2.0,50,5,50
Config_100,92.0,81.80555555555557,3.030205940301518,2.0,50,5,100
Config_102,100.0,76.13888888888889,3.1362388611973997,2.0,50,10,20
