config_name,first_choice_pct,avg_student_satisfaction_rate,workload_std_dev,balancing_penalty_weight,prog_first_choice,prog_second_choice,student_topic_satisfaction
Config_2,88.66666666666667,82.25,2.972540024034119,1.0,10,5,20
Config_8,55.333333333333336,84.77777777777777,1.826470419822002,1.0,10,10,100
Config_19,89.33333333333333,82.58333333333333,3.0554859178999276,1.0,20,5,50
Config_23,84.0,83.91666666666666,2.9400147112177972,1.0,20,10,50
Config_24,81.33333333333333,84.58333333333333,2.8129908054254,1.0,20,10,100
Config_65,96.0,77.30555555555554,3.0617732987512807,2.0,10,5,10
Config_68,80.0,84.77777777777777,2.6799529922441936,2.0,10,5,100
Config_70,56.00000000000001,83.25,1.9188923994426075,2.0,10,10,20
Config_72,55.333333333333336,84.77777777777777,1.826470419822002,2.0,10,10,100
Config_83,87.33333333333333,83.08333333333333,2.959572793083773,2.0,20,5,50
Config_87,84.0,83.91666666666666,2.9400147112177972,2.0,20,10,50
Config_107,98.0,78.25,3.291807132030181,2.0,50,25,50
Config_108,89.33333333333333,82.08333333333333,3.01110667782694,2.0,50,25,100
Config_129,60.0,80.75,0.6425863921744978,5.0,10,5,10
Config_130,60.0,82.52777777777777,1.087266315416148,5.0,10,5,20
Config_131,53.333333333333336,84.69444444444444,1.051296800963234,5.0,10,5,50
Config_132,52.666666666666664,84.77777777777777,1.014052211078134,5.0,10,5,100
Config_145,100.0,75.13888888888889,3.1788716494560663,5.0,20,5,10
Config_146,97.33333333333334,77.13888888888889,3.0805584474784626,5.0,20,5,20
Config_147,85.33333333333334,83.30555555555557,2.7297213795311377,5.0,20,5,50
Config_148,80.66666666666666,84.69444444444444,2.7155949132641823,5.0,20,5,100
Config_149,88.66666666666667,76.30555555555554,2.5475165059977365,5.0,20,10,10
Config_150,87.33333333333333,78.30555555555556,2.5323738411632353,5.0,20,10,20
Config_151,75.33333333333333,84.30555555555557,2.3430408336883324,5.0,20,10,50
Config_152,74.66666666666667,84.69444444444444,2.383725663879677,5.0,20,10,100
Config_161,100.0,75.13888888888889,3.1788716494560663,5.0,50,5,10
Config_165,100.0,75.13888888888889,3.1788716494560663,5.0,50,10,10
Config_168,91.33333333333333,81.58333333333333,3.042872182258349,5.0,50,10,100
Config_169,100.0,75.13888888888889,3.1788716494560663,5.0,50,25,10
Config_171,97.33333333333334,78.47222222222221,3.2918071320301805,5.0,50,25,50
Config_172,89.33333333333333,82.08333333333333,3.01110667782694,5.0,50,25,100
Config_177,100.0,75.13888888888889,3.1788716494560663,5.0,100,5,10
Config_181,100.0,75.13888888888889,3.1788716494560663,5.0,100,10,10
Config_185,100.0,75.13888888888889,3.1788716494560663,5.0,100,25,10
Config_188,100.0,77.25,3.3324502942602954,5.0,100,25,100
Config_189,100.0,75.13888888888889,3.1788716494560663,5.0,100,50,10
Config_193,57.99999999999999,80.41666666666667,0.3790600245041255,10.0,10,5,10
Config_194,54.0,81.91666666666667,0.3790600245041255,10.0,10,5,20
Config_195,46.0,84.52777777777777,0.5089902922077038,10.0,10,5,50
Config_196,46.0,84.69444444444444,0.54546554063774,10.0,10,5,100
Config_209,70.0,80.41666666666667,1.6140709289605368,10.0,20,5,10
Config_210,60.66666666666667,80.41666666666667,0.6425863921744979,10.0,20,5,20
Config_211,59.333333333333336,82.75,0.8712468752091359,10.0,20,5,50
Config_212,54.0,84.69444444444444,1.220590163949765,10.0,20,5,100
Config_213,71.33333333333334,80.41666666666667,1.6725826305516933,10.0,20,10,10
Config_214,61.33333333333333,80.41666666666667,0.6718473114252792,10.0,20,10,20
Config_215,58.666666666666664,83.02777777777777,1.0328424009760595,10.0,20,10,50
Config_216,53.333333333333336,84.69444444444444,1.051296800963234,10.0,20,10,100
Config_225,100.0,75.13888888888889,3.1788716494560663,10.0,50,5,10
Config_226,100.0,75.13888888888889,3.1788716494560663,10.0,50,5,20
Config_228,90.66666666666666,81.6388888888889,2.953067825008451,10.0,50,5,100
Config_229,100.0,75.13888888888889,3.1788716494560663,10.0,50,10,10
Config_230,100.0,75.13888888888889,3.1788716494560663,10.0,50,10,20
Config_231,98.66666666666667,76.47222222222221,3.1423646721770377,10.0,50,10,50
Config_232,89.33333333333333,81.97222222222223,2.8938651891451856,10.0,50,10,100
Config_233,99.33333333333333,75.47222222222221,3.1362388611973997,10.0,50,25,10
Config_234,98.0,75.97222222222221,3.0554859178999276,10.0,50,25,20
Config_236,88.0,82.47222222222223,2.873859968328604,10.0,50,25,100
Config_241,100.0,75.13888888888889,3.1788716494560663,10.0,100,5,10
Config_242,100.0,75.13888888888889,3.1788716494560663,10.0,100,5,20
Config_245,100.0,75.13888888888889,3.1788716494560663,10.0,100,10,10
Config_246,100.0,75.13888888888889,3.1788716494560663,10.0,100,10,20
Config_249,100.0,75.13888888888889,3.1788716494560663,10.0,100,25,10
Config_250,100.0,75.13888888888889,3.1788716494560663,10.0,100,25,20
Config_253,100.0,75.13888888888889,3.1788716494560663,10.0,100,50,10
Config_254,100.0,75.13888888888889,3.1788716494560663,10.0,100,50,20
Config_255,100.0,75.80555555555554,3.1969688110928054,10.0,100,50,50
