Balancing Penalty Weight,Total Assignments,Total Match Score,Average Match Score,Standard Deviation of Match Scores,Average Students per Supervisor,Standard Deviation of Students per Supervisor
0.6,180,2082,11.566666666666666,1.498975441527204,3.673469387755102,1.5053758542586746
